transaction_id,account_id,transaction_date,transaction_time,transaction_type,amount,balance_after_transaction,merchant_category
10776.0,500709.0,2024-01-02,21:29:49,Deposit,20310.0,348646.0,Shopping
11321.0,,2024-01-02,22:34:17,Transfer,22188.0,83174.0,Groceries
11440.0,502389.0,2024-01-02,,Withdrawal,29426.0,443066.0,Groceries
11633.0,500381.0,2024-01-02,23:12:15,Withdrawal,34028.0,32013.0,Groceries
827.0,501153.0,2024-01-03,01:38:20,Withdrawal,16844.0,369643.0,Travel
861.0,502842.0,2024-01-03,01:42:18,Deposit,14751.0,131355.0,Dining
1295.0,502470.0,2024-01-03,02:33:16,Deposit,34991.0,125794.0,Shopping
1444.0,501616.0,2024-01-03,02:52:34,,1763.0,379774.0,Shopping
,500521.0,2024-01-03,03:38:40,Withdrawal,22941.0,50247.0,Groceries
2389.0,501675.0,,04:44:30,Deposit,2956.0,367053.0,Shopping
2598.0,501959.0,2024-01-03,05:12:44,Withdrawal,8055.0,140730.0,Dining
4285.0,500602.0,,08:30:28,Withdrawal,,480286.0,Shopping
5321.0,500572.0,2024-01-03,,Deposit,24292.0,105931.0,Shopping
7927.0,502558.0,2024-01-03,15:53:34,Deposit,2416.0,260733.0,
8216.0,501835.0,2024-01-03,16:26:10,Transfer,14281.0,205887.0,Shopping
9195.0,501085.0,2024-01-03,18:24:10,Transfer,2037.0,68534.0,Bills
9670.0,502969.0,2024-01-03,19:19:25,,44335.0,208118.0,Groceries
10490.0,501317.0,,20:55:44,Withdrawal,17537.0,361879.0,Dining
11701.0,500132.0,2024-01-03,23:21:38,Deposit,35630.0,146140.0,
11906.0,501006.0,2024-01-03,23:50:01,,49001.0,385576.0,Dining
264.0,502893.0,2024-01-04,00:28:07,Transfer,17248.0,458174.0,Groceries
831.0,501458.0,2024-01-04,01:38:38,Deposit,6513.0,210923.0,Groceries
997.0,501170.0,2024-01-04,01:58:00,Deposit,33018.0,55849.0,Travel
3042.0,501172.0,2024-01-04,06:04:50,Withdrawal,39570.0,262899.0,Travel
3252.0,501006.0,2024-01-04,06:31:39,,20628.0,334819.0,Shopping
5472.0,502779.0,2024-01-04,10:59:31,Transfer,30588.0,397668.0,Dining
5713.0,500052.0,,11:25:41,Transfer,22952.0,305336.0,Bills
6638.0,500936.0,2024-01-04,13:15:51,,32216.0,251483.0,Bills
,500429.0,2024-01-04,14:58:10,Transfer,34921.0,,Travel
9110.0,,2024-01-04,18:13:41,Withdrawal,2656.0,14307.0,Groceries
9246.0,,2024-01-04,18:31:19,Deposit,6350.0,67878.0,Groceries
9996.0,501360.0,2024-01-04,19:57:53,Transfer,32405.0,162194.0,Bills
10228.0,502597.0,2024-01-04,20:24:49,Withdrawal,39690.0,245135.0,Shopping
10325.0,502728.0,2024-01-04,20:36:44,Withdrawal,24284.0,470049.0,Travel
10596.0,500617.0,2024-01-04,21:08:00,Deposit,3494.0,,Bills
11575.0,500875.0,2024-01-04,,Transfer,43250.0,356767.0,Bills
637.0,502490.0,2024-01-05,01:16:00,Withdrawal,3364.0,289884.0,Groceries
792.0,500397.0,2024-01-05,01:33:52,Withdrawal,14517.0,,Bills
2216.0,502176.0,2024-01-05,04:24:50,,30165.0,,Groceries
3210.0,,2024-01-05,06:26:06,Withdrawal,29443.0,431494.0,Travel
4918.0,501384.0,,09:45:50,Withdrawal,,202230.0,Bills
6197.0,501424.0,2024-01-05,12:20:06,Deposit,,45338.0,Dining
6238.0,501602.0,2024-01-05,12:24:25,Withdrawal,8967.0,4474.0,Bills
6453.0,500530.0,2024-01-05,12:53:03,Deposit,49067.0,26908.0,Bills
7883.0,,2024-01-05,15:47:47,Transfer,30245.0,278557.0,Travel
8925.0,,2024-01-05,17:48:08,Transfer,,175404.0,
9574.0,502161.0,2024-01-05,,Withdrawal,29695.0,340504.0,
10365.0,502151.0,2024-01-05,20:42:24,Withdrawal,20189.0,387795.0,Groceries
10890.0,502908.0,2024-01-05,21:43:11,Deposit,16733.0,479247.0,Bills
11557.0,502114.0,2024-01-05,23:02:47,Withdrawal,10423.0,182973.0,Dining
11848.0,500164.0,2024-01-05,23:44:43,Withdrawal,7906.0,277151.0,Groceries
1238.0,500493.0,2024-01-06,02:27:55,Transfer,3918.0,23325.0,Groceries
1273.0,501010.0,2024-01-06,02:30:54,Withdrawal,48991.0,275272.0,Groceries
1328.0,500777.0,2024-01-06,02:38:31,Withdrawal,23443.0,469515.0,
3095.0,501704.0,2024-01-06,06:11:17,Deposit,19092.0,260244.0,
3666.0,501085.0,2024-01-06,,Withdrawal,36620.0,470674.0,Travel
5760.0,500677.0,2024-01-06,11:30:47,Deposit,,92155.0,Dining
8512.0,500978.0,2024-01-06,17:00:11,Transfer,3770.0,218768.0,Shopping
8851.0,502462.0,,17:38:42,Withdrawal,37245.0,183192.0,Groceries
10569.0,500652.0,2024-01-06,21:04:28,Deposit,6901.0,,Shopping
10628.0,501516.0,2024-01-06,21:11:47,Transfer,8909.0,476993.0,Bills
11047.0,502913.0,2024-01-06,22:01:46,Transfer,22079.0,277804.0,Groceries
11501.0,501402.0,2024-01-06,22:55:31,Deposit,47193.0,235910.0,Shopping
11574.0,502095.0,2024-01-06,23:04:10,Transfer,35024.0,381390.0,Bills
,,2024-01-06,,Withdrawal,13916.0,121377.0,Dining
11856.0,502218.0,2024-01-06,23:45:24,Withdrawal,48169.0,,Groceries
11859.0,501461.0,2024-01-06,23:45:45,Withdrawal,23818.0,116592.0,Bills
11880.0,501473.0,2024-01-06,,Withdrawal,2847.0,65620.0,Travel
591.0,501638.0,2024-01-07,01:10:10,Withdrawal,6240.0,107743.0,Bills
1985.0,,2024-01-07,03:57:11,Deposit,22250.0,268081.0,Bills
2681.0,501517.0,2024-01-07,05:21:56,Transfer,15998.0,,
3959.0,500699.0,,,Withdrawal,49928.0,302495.0,Shopping
5294.0,500883.0,2024-01-07,10:34:31,Deposit,16373.0,32236.0,Bills
,502544.0,2024-01-07,11:46:49,Withdrawal,7212.0,418571.0,Groceries
5921.0,501626.0,2024-01-07,11:48:53,Transfer,,338789.0,Shopping
6902.0,,2024-01-07,13:49:47,Transfer,,217267.0,Bills
7238.0,502184.0,2024-01-07,,Transfer,35149.0,210693.0,Dining
8116.0,501503.0,2024-01-07,16:14:19,Deposit,21180.0,286403.0,Travel
8372.0,501906.0,2024-01-07,16:45:18,Deposit,38496.0,466989.0,Groceries
8656.0,502196.0,2024-01-07,17:14:50,Transfer,5251.0,129849.0,Shopping
9391.0,502768.0,,,Withdrawal,25487.0,399906.0,Travel
9498.0,,2024-01-07,18:59:58,Deposit,10501.0,473251.0,
9979.0,501423.0,2024-01-07,,Withdrawal,22211.0,192200.0,
10404.0,502869.0,2024-01-07,20:45:56,Transfer,18461.0,153073.0,Bills
10646.0,501085.0,2024-01-07,21:14:17,Withdrawal,10736.0,82592.0,Bills
10756.0,502121.0,2024-01-07,21:27:25,Deposit,,58842.0,Bills
10830.0,,,21:35:46,Transfer,40406.0,302985.0,Travel
10954.0,500813.0,,21:50:57,Transfer,3168.0,270128.0,Bills
11702.0,500323.0,2024-01-07,23:21:42,,5696.0,487467.0,Dining
11766.0,501386.0,2024-01-07,23:30:19,Withdrawal,39456.0,54847.0,Dining
11917.0,,2024-01-07,23:51:15,Transfer,,68462.0,Shopping
214.0,500229.0,2024-01-08,00:22:51,Withdrawal,11394.0,56762.0,Bills
762.0,502349.0,2024-01-08,01:29:47,,46915.0,11585.0,Bills
1333.0,501183.0,2024-01-08,02:39:18,Transfer,32850.0,,Bills
2559.0,,2024-01-08,05:08:48,Deposit,386.0,250542.0,Groceries
2591.0,502378.0,2024-01-08,,,,423960.0,Bills
4218.0,502138.0,2024-01-08,08:20:56,Deposit,21956.0,494562.0,Bills
4426.0,502227.0,2024-01-08,08:46:42,Deposit,45926.0,31513.0,Groceries
4566.0,502524.0,2024-01-08,09:04:45,Transfer,10232.0,35263.0,
5494.0,502625.0,2024-01-08,11:01:31,Deposit,31561.0,,Bills
6728.0,,2024-01-08,13:27:04,Withdrawal,8621.0,328917.0,Bills
7144.0,500464.0,2024-01-08,14:17:29,Deposit,,338975.0,Bills
7225.0,501062.0,2024-01-08,14:28:48,Transfer,38628.0,15708.0,Bills
7433.0,502564.0,2024-01-08,14:56:03,Transfer,8376.0,451121.0,Dining
8297.0,502996.0,2024-01-08,16:36:07,Withdrawal,37971.0,333448.0,Bills
,501073.0,2024-01-08,17:26:31,Deposit,15351.0,182313.0,Shopping
9146.0,501814.0,2024-01-08,18:19:30,Deposit,16830.0,221069.0,Travel
10894.0,501540.0,2024-01-08,21:43:55,Deposit,40807.0,237525.0,Dining
11298.0,501067.0,,22:31:07,Transfer,11589.0,187027.0,Dining
168.0,500444.0,2024-01-09,00:17:46,Deposit,46840.0,281261.0,Dining
642.0,501227.0,,01:16:57,Transfer,33157.0,435214.0,Bills
1289.0,502414.0,2024-01-09,02:32:10,Withdrawal,21259.0,210982.0,Dining
1616.0,501669.0,,03:14:34,Deposit,44394.0,317671.0,Groceries
2011.0,501086.0,2024-01-09,03:59:45,Transfer,10393.0,135449.0,Shopping
2907.0,500283.0,2024-01-09,05:49:04,Deposit,47881.0,323479.0,Bills
4162.0,502034.0,2024-01-09,08:15:49,Withdrawal,34985.0,,Shopping
4766.0,500052.0,2024-01-09,09:27:45,,25531.0,127709.0,
6893.0,502440.0,2024-01-09,13:48:36,Deposit,45063.0,447517.0,Travel
6993.0,502805.0,2024-01-09,13:59:55,Transfer,35346.0,426305.0,Bills
7089.0,502154.0,2024-01-09,14:11:35,Deposit,21100.0,497795.0,Dining
7154.0,502712.0,,14:18:56,Withdrawal,42861.0,12262.0,Travel
7665.0,502761.0,2024-01-09,15:21:58,Withdrawal,39895.0,83287.0,Bills
8237.0,501592.0,2024-01-09,,Deposit,30146.0,,Groceries
9073.0,500630.0,2024-01-09,18:08:26,Transfer,30422.0,436318.0,Travel
9566.0,501075.0,2024-01-09,19:08:43,Deposit,716.0,291747.0,Dining
9799.0,502883.0,,19:34:12,Withdrawal,26804.0,324169.0,Dining
9811.0,502605.0,2024-01-09,19:36:20,Deposit,41548.0,397650.0,Bills
9932.0,500148.0,2024-01-09,,Deposit,30715.0,291263.0,Groceries
10991.0,,2024-01-09,21:54:39,Withdrawal,31852.0,393552.0,Shopping
11213.0,500338.0,,22:21:07,Withdrawal,34202.0,384956.0,Travel
11774.0,501470.0,2024-01-09,23:32:11,Deposit,9065.0,366955.0,Travel
11777.0,500961.0,2024-01-09,23:32:36,Transfer,46782.0,319296.0,Travel
11791.0,500332.0,2024-01-09,23:35:03,,12572.0,375448.0,Shopping
990.0,502181.0,,01:57:07,Deposit,20888.0,52700.0,Travel
2451.0,502734.0,2024-01-10,04:54:05,Transfer,29963.0,178636.0,Travel
3550.0,501789.0,2024-01-10,07:07:36,Deposit,8009.0,10379.0,Bills
4793.0,500190.0,2024-01-10,09:30:40,Withdrawal,48294.0,,Dining
5121.0,500361.0,2024-01-10,10:10:59,Deposit,22506.0,30862.0,Groceries
,501649.0,2024-01-10,10:32:38,Deposit,47397.0,101236.0,Dining
5380.0,502179.0,2024-01-10,10:47:10,Withdrawal,16905.0,,Dining
,501703.0,2024-01-10,12:00:51,,6575.0,461777.0,Dining
7473.0,502578.0,2024-01-10,,Deposit,22209.0,103340.0,Groceries
7578.0,500886.0,2024-01-10,15:12:20,Withdrawal,33962.0,240252.0,
8455.0,500897.0,,16:53:52,Transfer,5911.0,472253.0,Dining
8589.0,500202.0,2024-01-10,17:08:30,Deposit,38531.0,219098.0,Dining
8706.0,502337.0,2024-01-10,17:21:47,,44329.0,447387.0,Travel
9531.0,500454.0,2024-01-10,19:04:44,Deposit,20622.0,,Groceries
10253.0,501435.0,2024-01-10,20:27:52,Deposit,1892.0,128053.0,Shopping
10520.0,500834.0,2024-01-10,21:00:14,Withdrawal,26933.0,191387.0,
10904.0,502625.0,2024-01-10,21:45:06,Withdrawal,2811.0,365210.0,Travel
10951.0,501096.0,2024-01-10,21:50:25,,,222688.0,Shopping
11124.0,500661.0,2024-01-10,22:09:22,Transfer,9694.0,324256.0,
11472.0,501355.0,,22:52:06,Withdrawal,7720.0,356206.0,Shopping
11637.0,,2024-01-10,23:12:33,Deposit,,84089.0,Groceries
2164.0,,,04:17:45,Deposit,12731.0,329497.0,Travel
2352.0,500773.0,2024-01-11,04:40:20,Withdrawal,16544.0,24425.0,Bills
2545.0,500775.0,2024-01-11,05:06:07,Deposit,32672.0,418154.0,Travel
3280.0,500883.0,2024-01-11,,Deposit,36345.0,172017.0,
3581.0,500161.0,2024-01-11,07:11:11,Deposit,28422.0,268452.0,Dining
5793.0,501700.0,2024-01-11,11:35:38,Deposit,35771.0,270405.0,Bills
9578.0,500618.0,2024-01-11,,Deposit,47400.0,250673.0,Shopping
10010.0,502471.0,2024-01-11,20:00:12,Deposit,20768.0,418701.0,Dining
11348.0,500572.0,2024-01-11,22:36:43,Withdrawal,6706.0,52715.0,Groceries
1312.0,500044.0,,02:36:19,Transfer,25010.0,312296.0,Shopping
2483.0,502167.0,2024-01-12,04:57:33,Deposit,6269.0,125570.0,Bills
4062.0,501559.0,2024-01-12,08:04:26,Transfer,,183366.0,Groceries
4757.0,501332.0,2024-01-12,09:26:45,Transfer,1235.0,,Bills
5069.0,500045.0,2024-01-12,10:04:23,Deposit,33298.0,207744.0,Groceries
5584.0,,2024-01-12,11:11:00,Transfer,6239.0,233061.0,Bills
,501571.0,2024-01-12,12:01:17,Transfer,24216.0,69084.0,Travel
7236.0,502814.0,2024-01-12,,Transfer,8621.0,138175.0,Travel
,,,14:33:30,Deposit,41518.0,394374.0,Travel
7900.0,500242.0,2024-01-12,15:50:12,Transfer,45584.0,39579.0,Travel
8320.0,500016.0,2024-01-12,16:39:28,,46768.0,360932.0,Dining
8855.0,502332.0,2024-01-12,17:39:05,Withdrawal,9336.0,375608.0,Shopping
9012.0,501750.0,2024-01-12,18:01:11,Withdrawal,45028.0,53239.0,Shopping
9040.0,502550.0,2024-01-12,18:04:19,Deposit,17311.0,96756.0,Bills
,502325.0,2024-01-12,21:18:33,Transfer,,409887.0,Shopping
543.0,500867.0,2024-01-13,01:03:44,Withdrawal,16220.0,65969.0,Shopping
932.0,501005.0,2024-01-13,01:50:36,Transfer,5619.0,86178.0,Shopping
1812.0,501324.0,2024-01-13,03:38:24,Withdrawal,46468.0,360228.0,Groceries
2896.0,500449.0,,05:48:05,Deposit,19203.0,135554.0,Groceries
4821.0,,2024-01-13,,Transfer,19971.0,425980.0,Bills
5324.0,,2024-01-13,10:38:29,Withdrawal,10996.0,194890.0,Travel
5694.0,500375.0,2024-01-13,11:23:03,Withdrawal,27148.0,128135.0,Travel
6087.0,501428.0,,12:07:24,Transfer,49419.0,228342.0,Shopping
6616.0,502190.0,2024-01-13,13:13:18,Transfer,17095.0,131145.0,Groceries
7060.0,502021.0,2024-01-13,14:07:12,Withdrawal,10586.0,189620.0,Shopping
8285.0,502816.0,2024-01-13,16:34:54,Deposit,1960.0,150695.0,Groceries
9299.0,501444.0,2024-01-13,18:37:32,,28120.0,19789.0,Dining
10078.0,500992.0,2024-01-13,,Withdrawal,39717.0,282157.0,Groceries
10202.0,500818.0,2024-01-13,20:21:20,Withdrawal,11571.0,16582.0,Bills
10775.0,502381.0,2024-01-13,21:29:47,Transfer,14178.0,,Travel
11403.0,500183.0,2024-01-13,22:44:09,Withdrawal,47147.0,342490.0,Shopping
11447.0,502088.0,2024-01-13,,Withdrawal,27807.0,4351.0,Shopping
11565.0,502240.0,2024-01-13,23:03:28,Deposit,3574.0,84719.0,Travel
873.0,502797.0,2024-01-14,01:44:30,Withdrawal,17477.0,284904.0,
1281.0,501372.0,2024-01-14,02:31:30,Withdrawal,9609.0,,Dining
2309.0,500821.0,2024-01-14,04:36:17,Withdrawal,39939.0,405895.0,Dining
3503.0,501946.0,2024-01-14,07:02:01,Deposit,,321145.0,Groceries
3941.0,502084.0,2024-01-14,07:50:24,Deposit,47086.0,167641.0,Travel
4749.0,500772.0,,09:25:54,Withdrawal,37563.0,,Bills
5419.0,501833.0,2024-01-14,10:52:55,Deposit,18484.0,,Bills
7171.0,501927.0,2024-01-14,,Withdrawal,28554.0,476518.0,Bills
7479.0,502971.0,2024-01-14,15:01:58,Withdrawal,1723.0,148606.0,Bills
,501133.0,,16:31:30,Transfer,43288.0,118027.0,
8328.0,502622.0,2024-01-14,16:40:09,Transfer,,427250.0,Groceries
9183.0,500402.0,2024-01-14,18:23:01,Deposit,23651.0,479675.0,Bills
9901.0,502923.0,2024-01-14,19:45:31,Deposit,35574.0,145789.0,Bills
10048.0,500689.0,2024-01-14,,Transfer,20837.0,138554.0,Dining
10120.0,501063.0,2024-01-14,20:11:27,,22588.0,84233.0,Shopping
10447.0,502054.0,2024-01-14,20:51:28,Deposit,20634.0,,Travel
10834.0,500850.0,2024-01-14,21:36:30,Transfer,18120.0,317797.0,Bills
348.0,502579.0,,00:39:00,Transfer,48069.0,247934.0,Shopping
1270.0,500556.0,2024-01-15,02:30:39,,550.0,439230.0,Bills
1750.0,502648.0,2024-01-15,03:31:06,Deposit,,126209.0,Travel
1906.0,502368.0,2024-01-15,03:49:41,Transfer,49918.0,444294.0,Groceries
2806.0,501412.0,2024-01-15,,Withdrawal,42721.0,102331.0,Shopping
2887.0,500594.0,2024-01-15,05:47:10,Deposit,15634.0,1325.0,Groceries
3076.0,502765.0,2024-01-15,06:09:05,Deposit,40623.0,312193.0,Groceries
3987.0,500961.0,2024-01-15,07:55:21,Transfer,38141.0,368326.0,Shopping
,501759.0,2024-01-15,08:48:00,,28555.0,204587.0,Groceries
4942.0,501772.0,2024-01-15,09:48:25,Transfer,10896.0,182898.0,Bills
6391.0,,2024-01-15,12:45:14,Deposit,11671.0,417419.0,
,501772.0,2024-01-15,12:48:48,Deposit,38743.0,102796.0,Travel
6828.0,502936.0,2024-01-15,13:38:16,Transfer,39004.0,121952.0,Shopping
8054.0,501146.0,2024-01-15,16:08:09,Withdrawal,11239.0,379170.0,Shopping
8295.0,501607.0,2024-01-15,16:35:43,Transfer,27763.0,255321.0,Groceries
8366.0,501794.0,2024-01-15,16:44:46,Deposit,,157906.0,Shopping
8951.0,501378.0,2024-01-15,,Withdrawal,24844.0,486120.0,Shopping
,501183.0,2024-01-15,18:26:18,Withdrawal,7294.0,492752.0,Travel
10737.0,500261.0,2024-01-15,21:25:46,Transfer,29898.0,122342.0,Dining
486.0,502085.0,2024-01-16,00:55:21,Deposit,42688.0,455895.0,Dining
2160.0,500102.0,2024-01-16,04:17:14,Transfer,17754.0,97193.0,Bills
2388.0,500126.0,2024-01-16,04:44:20,Transfer,18881.0,304816.0,Shopping
,500207.0,,,Withdrawal,29673.0,469494.0,Dining
3659.0,502609.0,2024-01-16,07:19:40,Transfer,42645.0,62104.0,Travel
4922.0,500585.0,2024-01-16,09:46:03,Deposit,45989.0,36438.0,Dining
4986.0,502889.0,2024-01-16,09:53:54,Transfer,36288.0,365749.0,Dining
7190.0,500248.0,2024-01-16,,Deposit,33992.0,228119.0,Bills
7921.0,500877.0,2024-01-16,15:52:45,Withdrawal,3271.0,357259.0,Bills
,,2024-01-16,17:06:27,Deposit,39355.0,333991.0,Travel
8628.0,501011.0,2024-01-16,,Transfer,40070.0,172199.0,Travel
10691.0,501290.0,2024-01-16,21:19:46,,38222.0,263586.0,
10925.0,501444.0,2024-01-16,21:47:40,Deposit,3427.0,163192.0,Dining
10959.0,500994.0,2024-01-16,21:51:17,Deposit,,345505.0,Dining
11369.0,501164.0,2024-01-16,,Deposit,44646.0,75855.0,Groceries
11638.0,501465.0,2024-01-16,23:12:37,Withdrawal,555.0,,Dining
465.0,502211.0,2024-01-17,,Withdrawal,14507.0,,Shopping
2234.0,,2024-01-17,04:26:57,Withdrawal,16171.0,174331.0,Travel
2707.0,501213.0,2024-01-17,05:25:31,Transfer,24423.0,3341.0,Groceries
3546.0,502846.0,2024-01-17,07:06:41,Deposit,41386.0,478856.0,Groceries
3770.0,501511.0,2024-01-17,07:31:31,Transfer,15885.0,120695.0,Bills
3824.0,502307.0,2024-01-17,07:36:57,Deposit,48681.0,452063.0,Groceries
4160.0,500062.0,2024-01-17,08:15:34,Deposit,10597.0,284499.0,Dining
4451.0,501349.0,2024-01-17,08:49:45,Withdrawal,38994.0,24912.0,Travel
4465.0,500238.0,2024-01-17,08:51:23,,24542.0,61601.0,
4715.0,502730.0,2024-01-17,09:22:39,Transfer,4481.0,334002.0,
5747.0,500012.0,2024-01-17,11:29:38,Withdrawal,8912.0,272365.0,Dining
5864.0,501585.0,2024-01-17,11:44:09,Transfer,1820.0,425293.0,Bills
7241.0,500864.0,2024-01-17,14:31:15,Deposit,3262.0,481793.0,
7338.0,501172.0,2024-01-17,14:41:40,Deposit,,448953.0,Travel
,,,,,,40938.0,Shopping
10770.0,500391.0,2024-01-17,21:29:22,Deposit,13270.0,208113.0,Groceries
11582.0,500458.0,2024-01-17,23:05:05,Withdrawal,26032.0,376758.0,Travel
11868.0,500465.0,2024-01-17,23:46:11,Deposit,,156008.0,Groceries
1609.0,500604.0,2024-01-18,03:13:47,Transfer,38638.0,338308.0,Travel
2965.0,501943.0,,05:55:15,Deposit,184.0,15151.0,Bills
,,2024-01-18,06:56:20,Transfer,41468.0,326317.0,Dining
3899.0,501852.0,2024-01-18,07:44:47,Deposit,46074.0,,Dining
,502098.0,2024-01-18,08:30:33,Deposit,31982.0,385767.0,Groceries
4509.0,500365.0,2024-01-18,08:56:58,Withdrawal,41407.0,264360.0,Shopping
,502766.0,2024-01-18,11:47:32,Transfer,29409.0,365372.0,Dining
6264.0,502894.0,2024-01-18,,Withdrawal,49388.0,269753.0,Shopping
6721.0,502034.0,2024-01-18,13:26:24,Transfer,14846.0,32073.0,Dining
8041.0,501701.0,2024-01-18,,Withdrawal,,499672.0,Bills
8283.0,501407.0,2024-01-18,16:34:29,Deposit,34684.0,194572.0,Bills
8869.0,500461.0,2024-01-18,17:40:43,Deposit,33376.0,326911.0,Dining
8917.0,,2024-01-18,17:46:38,Transfer,39054.0,49818.0,Groceries
9159.0,502007.0,2024-01-18,18:20:57,Transfer,38001.0,417569.0,Travel
9599.0,502581.0,2024-01-18,19:11:47,Transfer,3238.0,361634.0,Shopping
,500817.0,2024-01-18,19:24:27,Transfer,26360.0,98706.0,Bills
11360.0,500160.0,2024-01-18,22:38:06,Deposit,,245735.0,Groceries
11752.0,500519.0,2024-01-18,23:27:47,Deposit,4530.0,56281.0,Dining
303.0,500991.0,2024-01-19,00:33:22,Transfer,31973.0,475316.0,Shopping
1097.0,501616.0,2024-01-19,02:08:52,,34738.0,316863.0,Shopping
2014.0,500152.0,2024-01-19,04:00:04,Transfer,13644.0,313847.0,Shopping
2285.0,501310.0,2024-01-19,04:32:37,Transfer,11563.0,273633.0,Groceries
3896.0,500348.0,2024-01-19,07:44:13,,,202729.0,Groceries
4032.0,500252.0,2024-01-19,08:00:50,Transfer,3990.0,96451.0,
5048.0,500873.0,2024-01-19,10:02:08,Withdrawal,42465.0,473019.0,Groceries
,501466.0,2024-01-19,10:23:08,Transfer,7364.0,136874.0,Bills
6051.0,500896.0,2024-01-19,12:03:31,Withdrawal,31632.0,388142.0,Shopping
7436.0,501291.0,2024-01-19,14:56:27,Withdrawal,7103.0,356749.0,Dining
8206.0,500335.0,2024-01-19,,Deposit,8916.0,83740.0,Dining
8696.0,502883.0,2024-01-19,17:20:44,Withdrawal,15009.0,426975.0,Travel
10085.0,500957.0,2024-01-19,20:06:50,Transfer,12340.0,213864.0,Dining
10386.0,500051.0,2024-01-19,20:44:22,Deposit,32528.0,414322.0,Groceries
11143.0,500706.0,2024-01-19,22:11:23,Deposit,6431.0,37711.0,Travel
11618.0,501989.0,2024-01-19,,Withdrawal,21998.0,85830.0,Dining
,501864.0,2024-01-19,,Withdrawal,,439456.0,Groceries
11756.0,502299.0,2024-01-19,23:28:16,Transfer,,492840.0,Travel
948.0,501453.0,2024-01-20,01:52:35,Transfer,6611.0,436762.0,Dining
2526.0,501816.0,2024-01-20,05:03:54,Transfer,47931.0,,Travel
2886.0,500076.0,2024-01-20,05:46:45,,3839.0,42595.0,Groceries
2906.0,500914.0,,,Deposit,48769.0,67503.0,Travel
3538.0,,2024-01-20,07:05:28,,23145.0,114281.0,Groceries
5009.0,500634.0,,09:55:44,Withdrawal,27000.0,477789.0,Dining
6127.0,500342.0,2024-01-20,12:12:29,Withdrawal,42938.0,132537.0,Shopping
6554.0,501287.0,2024-01-20,13:06:09,Withdrawal,15637.0,26286.0,Bills
7350.0,500011.0,2024-01-20,,,32711.0,298435.0,Shopping
7500.0,,2024-01-20,15:05:14,Withdrawal,17664.0,372906.0,Shopping
8885.0,501718.0,2024-01-20,17:42:26,,18111.0,484644.0,Groceries
,501630.0,2024-01-20,20:12:58,Withdrawal,44538.0,40862.0,Travel
10374.0,501495.0,2024-01-20,20:43:08,Transfer,43008.0,,Travel
