account_id,customer_id,account_type,open_date,balance,branch
501730.0,2162.0,Current,2024-01-12,443469.0,Mumbai-Main
500809.0,1543.0,Savings,2024-01-12,266879.0,Chennai-North
500629.0,1416.0,,2024-01-12,73783.0,Bangalore-Main
502535.0,2691.0,Fixed Deposit,2024-01-12,168381.0,Pune-Central
502918.0,2947.0,Salary,2024-01-12,35109.0,Chennai-Main
500810.0,,Fixed Deposit,2024-01-13,88056.0,Hyderabad-Main
502819.0,2880.0,Salary,2024-01-14,199670.0,Mumbai-Main
502784.0,2861.0,Savings,,202155.0,Delhi-Main
502867.0,2915.0,Savings,2024-01-14,200145.0,Mumbai-West
502541.0,2695.0,Savings,2024-01-14,349760.0,Delhi-North
501763.0,2182.0,Salary,2024-01-15,481989.0,Bangalore-Main
502637.0,,Savings,2024-01-16,280131.0,Pune-Main
501728.0,2160.0,Current,,8828.0,Delhi-North
500237.0,1150.0,Current,2024-01-16,457013.0,Mumbai-Main
,2923.0,Savings,2024-01-16,221877.0,Hyderabad-South
500807.0,1541.0,Fixed Deposit,2024-01-16,381081.0,Bangalore-Main
500588.0,1388.0,Fixed Deposit,2024-01-16,,Hyderabad-South
500003.0,1002.0,Savings,2024-01-16,447638.0,Mumbai-West
501060.0,,Salary,2024-01-16,332729.0,Pune-Main
,2901.0,Current,2024-01-17,456131.0,Delhi-North
501160.0,,Savings,2024-01-17,329883.0,Pune-Central
,2860.0,Salary,2024-01-17,237526.0,Bangalore-East
502040.0,2367.0,Current,2024-01-17,268788.0,Delhi-North
500926.0,1620.0,Salary,2024-01-18,431175.0,Delhi-North
,1138.0,Savings,2024-01-18,372988.0,Mumbai-Main
501198.0,1805.0,Fixed Deposit,2024-01-18,367441.0,Pune-Central
501973.0,2327.0,,2024-01-19,336816.0,Bangalore-Main
501516.0,2017.0,Salary,2024-01-19,,Bangalore-Main
502525.0,2685.0,Fixed Deposit,2024-01-20,436881.0,Delhi-North
501328.0,1891.0,Fixed Deposit,2024-01-20,,Hyderabad-Main
500781.0,1522.0,Current,2024-01-20,164682.0,Bangalore-East
500680.0,1448.0,Fixed Deposit,2024-01-20,173007.0,Bangalore-Main
,2430.0,Current,2024-01-20,36523.0,Delhi-North
502983.0,2989.0,Fixed Deposit,2024-01-20,325041.0,Pune-Central
,2444.0,Current,2024-01-20,345592.0,Chennai-Main
502582.0,2721.0,Savings,2024-01-21,201261.0,Delhi-North
500393.0,1254.0,Savings,2024-01-21,73503.0,Delhi-North
502724.0,2817.0,Current,2024-01-21,97760.0,Delhi-North
501587.0,2067.0,Fixed Deposit,2024-01-21,11629.0,Mumbai-West
501833.0,2231.0,Salary,2024-01-22,374202.0,Pune-Central
502557.0,2706.0,Salary,2024-01-22,62585.0,Mumbai-Main
501939.0,2308.0,Savings,2024-01-23,,Bangalore-Main
502424.0,2623.0,Current,2024-01-23,268303.0,Delhi-Main
502043.0,2369.0,Fixed Deposit,2024-01-23,312866.0,
501080.0,,Salary,2024-01-24,414427.0,Delhi-North
500673.0,1444.0,Salary,2024-01-24,135665.0,Chennai-North
502772.0,2852.0,Current,2024-01-24,239536.0,Mumbai-Main
501423.0,1952.0,Fixed Deposit,2024-01-24,488881.0,Pune-Main
500967.0,1645.0,Current,2024-01-24,468693.0,Pune-Main
501302.0,1874.0,Salary,2024-01-24,439160.0,
501020.0,1680.0,Salary,2024-01-25,425200.0,Delhi-Main
502148.0,2441.0,Current,2024-01-25,100714.0,Pune-Central
502478.0,2655.0,Salary,2024-01-25,326359.0,Mumbai-Main
502994.0,2996.0,,2024-01-25,208063.0,Chennai-Main
502161.0,2450.0,Salary,2024-01-25,460122.0,Mumbai-Main
500208.0,1130.0,Savings,,172175.0,Hyderabad-South
,1984.0,Fixed Deposit,2024-01-26,387497.0,Bangalore-Main
501360.0,1911.0,,2024-01-26,39086.0,Hyderabad-Main
,2130.0,Current,,229892.0,Mumbai-Main
501305.0,1876.0,,2024-01-27,104184.0,Mumbai-Main
502437.0,2631.0,Savings,2024-01-27,,Hyderabad-South
500989.0,,Current,,295937.0,Hyderabad-South
500245.0,1155.0,Salary,2024-01-27,347315.0,Delhi-North
,2855.0,Savings,2024-01-27,447580.0,Pune-Central
500168.0,1104.0,Current,2024-01-28,237432.0,
502141.0,2435.0,Savings,2024-01-28,305905.0,Delhi-North
502075.0,2391.0,Current,,443946.0,Delhi-Main
501412.0,1945.0,Current,2024-01-28,228397.0,Pune-Main
502160.0,2450.0,Savings,,161749.0,Mumbai-Main
500715.0,1474.0,Current,2024-01-29,268098.0,Hyderabad-Main
502129.0,2428.0,Fixed Deposit,2024-01-29,94941.0,Mumbai-Main
501089.0,1732.0,Savings,2024-01-29,219844.0,Pune-Main
500192.0,1121.0,Current,2024-01-29,56677.0,Delhi-Main
502966.0,2978.0,Salary,2024-01-29,377785.0,Bangalore-Main
500919.0,1615.0,,2024-01-29,14767.0,Pune-Main
501405.0,,Fixed Deposit,2024-01-29,95332.0,Delhi-Main
501617.0,2087.0,Salary,2024-01-29,361995.0,Hyderabad-Main
502905.0,2938.0,Fixed Deposit,2024-01-30,,
501271.0,1854.0,,2024-01-30,422066.0,Mumbai-Main
502063.0,2383.0,Salary,2024-01-30,196721.0,Chennai-Main
502430.0,2627.0,Salary,2024-01-30,134864.0,Chennai-North
501486.0,1996.0,Salary,2024-01-30,90740.0,Pune-Central
500710.0,1470.0,Salary,2024-01-30,407885.0,Pune-Main
501042.0,1696.0,Fixed Deposit,2024-01-31,250383.0,Mumbai-Main
502053.0,2376.0,,2024-01-31,400779.0,Chennai-Main
501507.0,2011.0,Salary,2024-01-31,32793.0,Delhi-Main
502438.0,2631.0,Salary,2024-01-31,187646.0,Hyderabad-South
502178.0,2462.0,Salary,2024-01-31,321570.0,Hyderabad-South
,2341.0,Current,2024-01-31,489756.0,Chennai-North
500456.0,1295.0,Fixed Deposit,2024-01-31,272921.0,Pune-Central
502692.0,2796.0,Current,2024-02-01,,Bangalore-Main
501045.0,,Savings,2024-02-01,,Pune-Main
502234.0,2499.0,Fixed Deposit,2024-02-02,352792.0,Pune-Central
501612.0,2084.0,Salary,2024-02-02,314204.0,Chennai-North
500257.0,1163.0,Fixed Deposit,2024-02-02,256066.0,Pune-Central
500575.0,1380.0,Salary,2024-02-02,172751.0,
500822.0,1552.0,Savings,,487210.0,Chennai-Main
500006.0,1004.0,Savings,2024-02-03,268218.0,Mumbai-Main
500335.0,1216.0,Salary,2024-02-03,92056.0,Bangalore-Main
502898.0,2934.0,Salary,2024-02-03,,Mumbai-Main
500709.0,1469.0,Salary,2024-02-03,359960.0,Pune-Main
500187.0,1117.0,Current,,405535.0,
501743.0,2170.0,Current,2024-02-04,86100.0,Mumbai-Main
502452.0,2640.0,Salary,2024-02-04,165847.0,Delhi-North
500169.0,1104.0,Fixed Deposit,2024-02-05,189235.0,Bangalore-Main
500206.0,1129.0,Salary,2024-02-05,145993.0,
501197.0,1804.0,Salary,2024-02-05,152987.0,
500431.0,1279.0,Current,2024-02-06,441089.0,
501263.0,1849.0,Savings,2024-02-06,154654.0,Mumbai-Main
502058.0,2379.0,Salary,2024-02-06,274227.0,Chennai-North
501085.0,1729.0,Savings,2024-02-06,286056.0,Mumbai-Main
500513.0,1333.0,Fixed Deposit,2024-02-07,159991.0,Chennai-Main
,2213.0,Current,2024-02-07,358127.0,Hyderabad-Main
502334.0,2562.0,Salary,2024-02-07,6607.0,Mumbai-West
501568.0,2055.0,Current,2024-02-08,235060.0,Delhi-Main
502844.0,2898.0,Current,2024-02-08,208225.0,Chennai-Main
500667.0,1439.0,Current,2024-02-08,338846.0,
501209.0,1812.0,Fixed Deposit,2024-02-08,16501.0,Pune-Main
502247.0,2508.0,Savings,2024-02-09,187145.0,Mumbai-Main
501026.0,1684.0,Current,2024-02-09,289167.0,Pune-Main
502556.0,,Savings,2024-02-09,,Pune-Main
500153.0,1093.0,Salary,,219226.0,Pune-Central
502500.0,,Current,2024-02-09,214370.0,Delhi-Main
501194.0,1803.0,Fixed Deposit,2024-02-09,170614.0,Hyderabad-Main
502441.0,2633.0,Salary,,303114.0,Pune-Main
,1129.0,Salary,2024-02-10,233913.0,Bangalore-Main
501054.0,1706.0,,2024-02-10,275310.0,Pune-Central
500731.0,1488.0,Savings,2024-02-11,327676.0,Hyderabad-South
502413.0,2616.0,Current,2024-02-11,81141.0,Pune-Main
501515.0,2016.0,Current,2024-02-11,292293.0,Delhi-Main
501675.0,2121.0,,2024-02-11,,Bangalore-Main
501132.0,,Salary,2024-02-11,236487.0,Chennai-North
500707.0,1467.0,Current,2024-02-11,125431.0,
500676.0,1445.0,Salary,2024-02-12,35183.0,Mumbai-Main
502359.0,2580.0,Current,2024-02-12,26827.0,Bangalore-Main
500471.0,1305.0,Current,2024-02-12,318282.0,Pune-Main
501076.0,1723.0,Salary,2024-02-13,189087.0,Delhi-North
502479.0,2656.0,Fixed Deposit,2024-02-13,255721.0,Mumbai-Main
501847.0,2241.0,Fixed Deposit,2024-02-13,171359.0,Pune-Main
502185.0,2468.0,Salary,2024-02-13,207019.0,Mumbai-West
502748.0,2835.0,Fixed Deposit,2024-02-13,388979.0,Bangalore-Main
500305.0,1194.0,Current,2024-02-13,406715.0,
500787.0,1526.0,Fixed Deposit,2024-02-13,57315.0,Mumbai-Main
502585.0,2724.0,Savings,2024-02-13,423580.0,Delhi-Main
502134.0,2431.0,Salary,2024-02-13,,Pune-Central
502155.0,2446.0,Savings,2024-02-13,190024.0,Mumbai-West
,1393.0,Current,2024-02-14,207289.0,Mumbai-Main
502064.0,2383.0,Current,2024-02-14,193857.0,Chennai-North
501720.0,2154.0,Fixed Deposit,,413170.0,Hyderabad-South
500302.0,1193.0,Current,2024-02-15,56633.0,Pune-Central
502089.0,2401.0,Fixed Deposit,2024-02-15,256123.0,Bangalore-Main
500427.0,1277.0,Current,2024-02-15,429917.0,Chennai-Main
,1682.0,Savings,2024-02-16,118503.0,Bangalore-Main
500466.0,1303.0,,2024-02-17,,Hyderabad-South
502013.0,,,2024-02-17,270751.0,Bangalore-Main
501851.0,2244.0,Fixed Deposit,2024-02-18,234751.0,Pune-Central
501441.0,1963.0,Savings,2024-02-18,191886.0,Bangalore-East
502496.0,,Fixed Deposit,,9483.0,Hyderabad-Main
500069.0,1045.0,,2024-02-18,,Bangalore-Main
502406.0,2612.0,Current,2024-02-18,283499.0,Bangalore-East
,1741.0,Savings,2024-02-19,328854.0,Bangalore-East
501589.0,2068.0,Fixed Deposit,2024-02-19,260887.0,Bangalore-Main
500708.0,1468.0,Savings,2024-02-19,407765.0,Bangalore-Main
500912.0,1611.0,Current,,320438.0,Pune-Main
500221.0,,Fixed Deposit,2024-02-20,152717.0,
501570.0,2056.0,Fixed Deposit,2024-02-20,,Pune-Main
501155.0,1777.0,Fixed Deposit,,3738.0,Pune-Main
501169.0,1786.0,Fixed Deposit,2024-02-20,363452.0,Hyderabad-South
500026.0,1017.0,Current,2024-02-20,65476.0,Bangalore-East
502258.0,2515.0,,2024-02-21,167466.0,Hyderabad-Main
502411.0,2615.0,Savings,2024-02-21,219274.0,Delhi-North
502196.0,2475.0,Salary,2024-02-22,355188.0,Pune-Central
501099.0,1738.0,Current,2024-02-22,,Mumbai-West
500209.0,1130.0,Fixed Deposit,2024-02-22,111349.0,Hyderabad-South
502570.0,2714.0,Savings,2024-02-22,451759.0,Bangalore-Main
501053.0,1705.0,,2024-02-22,355221.0,Delhi-North
501459.0,1976.0,Current,2024-02-22,9138.0,Delhi-North
501496.0,2002.0,Salary,2024-02-23,485420.0,Hyderabad-Main
500711.0,1471.0,Current,2024-02-23,316759.0,Chennai-Main
,1355.0,Savings,2024-02-23,187304.0,Delhi-North
501854.0,2245.0,Salary,2024-02-23,208352.0,Chennai-Main
500243.0,1154.0,Savings,2024-02-24,92245.0,Pune-Central
501812.0,2216.0,Fixed Deposit,2024-02-24,489326.0,Bangalore-East
,1096.0,Current,2024-02-24,66167.0,Hyderabad-Main
501644.0,2102.0,Savings,2024-02-25,210507.0,Mumbai-Main
502128.0,2427.0,Fixed Deposit,2024-02-25,195890.0,
,2296.0,Salary,2024-02-25,299625.0,Delhi-Main
500406.0,1264.0,Savings,2024-02-25,430247.0,Chennai-North
501140.0,1766.0,Salary,2024-02-25,362176.0,Pune-Main
500932.0,1624.0,Savings,2024-02-26,440846.0,Pune-Central
500705.0,1466.0,Salary,2024-02-26,84850.0,Delhi-North
500564.0,1373.0,Salary,2024-02-26,350712.0,Pune-Main
501061.0,1711.0,Salary,2024-02-26,,
500047.0,1030.0,Savings,2024-02-26,17345.0,Hyderabad-Main
502180.0,2464.0,Fixed Deposit,2024-02-26,52780.0,Delhi-North
502039.0,,Current,2024-02-26,368323.0,Hyderabad-South
502926.0,2953.0,Fixed Deposit,2024-02-27,275983.0,Mumbai-Main
500804.0,1539.0,Salary,2024-02-27,144965.0,Hyderabad-South
500059.0,1038.0,,2024-02-27,374615.0,Pune-Main
500475.0,1308.0,Current,2024-02-28,391004.0,Hyderabad-South
501523.0,2022.0,Current,2024-02-28,305805.0,Chennai-North
500104.0,,Savings,2024-02-29,81162.0,Mumbai-West
501035.0,1691.0,,2024-02-29,457915.0,Pune-Main
502812.0,2876.0,Fixed Deposit,2024-02-29,456370.0,Hyderabad-Main
,1244.0,,2024-02-29,275469.0,Hyderabad-South
500738.0,1493.0,Fixed Deposit,2024-02-29,99027.0,
502602.0,2735.0,Savings,2024-02-29,361791.0,Mumbai-West
502593.0,2729.0,Savings,2024-02-29,307524.0,Mumbai-West
501287.0,1865.0,,2024-02-29,309120.0,Chennai-Main
,2863.0,Salary,2024-02-29,146239.0,
500635.0,1419.0,Salary,,227319.0,Delhi-North
502188.0,,Current,2024-02-29,355555.0,Hyderabad-Main
,2230.0,Fixed Deposit,2024-02-29,,Chennai-Main
,1608.0,Savings,2024-02-29,156957.0,Pune-Central
502173.0,2458.0,Current,2024-03-01,7890.0,Hyderabad-Main
501111.0,1746.0,Salary,2024-03-01,482953.0,Bangalore-East
501865.0,2253.0,,2024-03-01,279988.0,Delhi-Main
502589.0,2726.0,Salary,,357286.0,Mumbai-West
501706.0,2143.0,Fixed Deposit,2024-03-02,6741.0,Hyderabad-Main
502267.0,2520.0,Fixed Deposit,2024-03-02,415903.0,Delhi-Main
502596.0,,Savings,2024-03-03,174433.0,Bangalore-Main
501681.0,2124.0,Savings,2024-03-04,155198.0,Chennai-North
502664.0,2778.0,Fixed Deposit,2024-03-04,162306.0,Bangalore-East
501007.0,1671.0,Current,2024-03-04,192093.0,Bangalore-East
500022.0,1014.0,Current,2024-03-05,438483.0,Mumbai-Main
501281.0,1861.0,Salary,2024-03-05,154212.0,Chennai-North
501517.0,,Salary,2024-03-06,425663.0,Bangalore-East
500084.0,1054.0,Current,2024-03-06,171040.0,Bangalore-East
501370.0,1917.0,Current,2024-03-06,402737.0,Bangalore-Main
501225.0,1823.0,Savings,2024-03-07,152989.0,Delhi-North
502006.0,2346.0,Current,2024-03-07,378355.0,Mumbai-Main
501891.0,2273.0,Fixed Deposit,2024-03-07,93689.0,Delhi-Main
501417.0,,Savings,2024-03-08,203535.0,Mumbai-Main
500506.0,1328.0,Current,2024-03-08,250760.0,Bangalore-East
501925.0,2297.0,Savings,2024-03-09,119701.0,Pune-Central
502805.0,2872.0,Current,2024-03-09,150741.0,Chennai-North
500138.0,1085.0,Fixed Deposit,,314552.0,Hyderabad-South
500315.0,1202.0,Salary,2024-03-10,50465.0,Mumbai-West
502208.0,2483.0,Savings,2024-03-10,246177.0,Chennai-North
501073.0,1721.0,Fixed Deposit,2024-03-10,482041.0,Hyderabad-South
501087.0,1731.0,Current,2024-03-10,131004.0,Mumbai-Main
500178.0,1111.0,Savings,2024-03-10,490509.0,Delhi-Main
501503.0,2008.0,Fixed Deposit,,331618.0,Mumbai-Main
,2046.0,Current,2024-03-12,82443.0,Bangalore-Main
,2492.0,Current,2024-03-12,6276.0,
500381.0,1247.0,Salary,2024-03-12,349884.0,Hyderabad-Main
500534.0,1351.0,Salary,2024-03-12,123886.0,
501822.0,2224.0,Current,2024-03-13,362771.0,Pune-Main
500758.0,1505.0,Salary,2024-03-13,62811.0,Chennai-North
501092.0,1734.0,Savings,2024-03-13,276639.0,Bangalore-East
501571.0,2056.0,Savings,2024-03-13,90861.0,Pune-Main
500079.0,1051.0,Savings,2024-03-14,323662.0,Hyderabad-Main
501708.0,2144.0,Current,2024-03-15,447205.0,Bangalore-Main
502574.0,2716.0,Fixed Deposit,2024-03-15,404341.0,Hyderabad-South
500250.0,1158.0,Savings,2024-03-15,119327.0,Mumbai-Main
500115.0,1072.0,Savings,2024-03-15,447897.0,Hyderabad-South
501661.0,2112.0,Savings,2024-03-15,96583.0,Chennai-North
502797.0,2868.0,Salary,2024-03-16,188663.0,Delhi-North
502281.0,2528.0,Salary,2024-03-16,,Hyderabad-Main
502950.0,2968.0,Salary,2024-03-16,216427.0,Hyderabad-South
500896.0,1599.0,,2024-03-16,148286.0,Delhi-North
500914.0,1612.0,Current,2024-03-17,,Bangalore-East
500287.0,1185.0,Savings,2024-03-17,41529.0,Mumbai-West
502328.0,2559.0,Salary,2024-03-17,28805.0,Pune-Central
502886.0,2927.0,Fixed Deposit,2024-03-17,44375.0,Delhi-North
501551.0,2042.0,Salary,2024-03-17,327424.0,Chennai-Main
500090.0,1057.0,Fixed Deposit,2024-03-17,457622.0,Delhi-Main
,1437.0,Current,2024-03-17,434745.0,Bangalore-Main
502592.0,2728.0,Fixed Deposit,2024-03-17,296451.0,
500917.0,1614.0,Savings,2024-03-18,326330.0,
500360.0,,Fixed Deposit,2024-03-18,252198.0,Delhi-Main
500332.0,1213.0,Salary,2024-03-18,482252.0,Pune-Central
500656.0,1431.0,Fixed Deposit,,281365.0,Chennai-North
500530.0,1348.0,Fixed Deposit,2024-03-18,264407.0,Hyderabad-Main
500957.0,1639.0,Savings,2024-03-18,,Hyderabad-South
502169.0,2456.0,Fixed Deposit,2024-03-18,136104.0,Chennai-Main
502322.0,2556.0,Fixed Deposit,2024-03-19,388463.0,Hyderabad-South
501468.0,,Savings,2024-03-19,53208.0,
502964.0,2977.0,Salary,,38967.0,Mumbai-West
501331.0,1893.0,Fixed Deposit,,281112.0,Chennai-North
501086.0,,Savings,,220788.0,Delhi-Main
502473.0,2653.0,,2024-03-20,401206.0,Mumbai-West
,,Savings,,470630.0,Mumbai-West
502991.0,2994.0,Current,2024-03-20,291757.0,Pune-Main
501603.0,,Salary,2024-03-20,12653.0,Bangalore-East
500590.0,1390.0,Salary,2024-03-21,251803.0,Delhi-Main
502899.0,2935.0,Fixed Deposit,2024-03-21,164465.0,Mumbai-West
501139.0,1765.0,Current,2024-03-21,246066.0,Bangalore-East
500814.0,1546.0,Current,2024-03-21,440158.0,Delhi-Main
500392.0,1254.0,Current,2024-03-22,228623.0,Delhi-Main
500872.0,1582.0,Savings,2024-03-23,435732.0,Pune-Main
502082.0,2396.0,Current,2024-03-23,,
500038.0,1024.0,Salary,2024-03-23,339181.0,
502852.0,2904.0,Salary,2024-03-23,242716.0,Delhi-North
500806.0,1541.0,Salary,2024-03-24,476127.0,Bangalore-Main
,1232.0,Savings,2024-03-24,400104.0,Delhi-Main
502162.0,2451.0,Current,2024-03-24,373451.0,Chennai-Main
500537.0,1354.0,Salary,2024-03-25,6480.0,Delhi-Main
502555.0,2704.0,,2024-03-26,307922.0,Mumbai-West
501704.0,2142.0,Salary,2024-03-26,,Delhi-North
500116.0,1072.0,Fixed Deposit,2024-03-26,176219.0,Hyderabad-South
502275.0,2525.0,Salary,2024-03-26,177503.0,Pune-Central
,1755.0,Salary,2024-03-26,416327.0,Pune-Central
500176.0,1109.0,Fixed Deposit,2024-03-27,302855.0,Pune-Main
501867.0,,Current,2024-03-27,478318.0,Mumbai-West
,1453.0,Salary,2024-03-27,62747.0,Pune-Central
502652.0,,Fixed Deposit,2024-03-28,444886.0,Mumbai-Main
,2340.0,Salary,,129818.0,Pune-Main
501317.0,1883.0,Savings,2024-03-28,154480.0,Chennai-Main
501741.0,2169.0,Salary,2024-03-28,92958.0,Chennai-Main
501465.0,1980.0,Fixed Deposit,2024-03-28,254455.0,Hyderabad-Main
,1821.0,Fixed Deposit,2024-03-28,451398.0,Hyderabad-South
501679.0,2123.0,Current,2024-03-29,211506.0,Chennai-Main
502877.0,,Current,2024-03-29,136879.0,Hyderabad-Main
501289.0,,Current,2024-03-29,417195.0,Hyderabad-South
502932.0,2957.0,Current,2024-03-29,,Mumbai-Main
500921.0,1617.0,Savings,2024-03-29,316107.0,Bangalore-East
500463.0,1300.0,Savings,2024-03-30,172893.0,Bangalore-Main
501483.0,1993.0,Current,2024-03-31,248304.0,Mumbai-Main
,2486.0,Fixed Deposit,2024-03-31,,Pune-Main
501919.0,2292.0,Current,2024-03-31,169780.0,Bangalore-East
502561.0,,Current,2024-03-31,384527.0,Bangalore-East
500820.0,1550.0,Fixed Deposit,2024-03-31,73850.0,Bangalore-East
502999.0,2999.0,,2024-04-01,288219.0,Pune-Central
,,Salary,2024-04-01,280944.0,
501469.0,1983.0,Savings,2024-04-01,464659.0,Bangalore-East
500882.0,1589.0,Current,,462791.0,Mumbai-West
500971.0,1647.0,Current,2024-04-01,111466.0,
501746.0,2172.0,Fixed Deposit,2024-04-02,346644.0,Bangalore-East
,1835.0,,2024-04-02,5701.0,Hyderabad-Main
501223.0,1822.0,Savings,2024-04-02,291182.0,Delhi-North
501967.0,2323.0,Current,2024-04-02,452748.0,Hyderabad-South
500851.0,1570.0,Salary,,270443.0,Chennai-Main
502737.0,2828.0,Current,2024-04-03,129114.0,Pune-Main
502245.0,2506.0,Fixed Deposit,2024-04-03,94748.0,Delhi-North
,,Savings,2024-04-04,224544.0,Hyderabad-Main
502465.0,2648.0,Savings,2024-04-04,169337.0,Mumbai-West
502879.0,2923.0,Salary,2024-04-04,95305.0,Hyderabad-Main
500697.0,1460.0,Savings,2024-04-04,262096.0,Bangalore-East
501460.0,1977.0,Fixed Deposit,2024-04-05,448951.0,Mumbai-West
502429.0,2626.0,Salary,2024-04-05,273072.0,Delhi-Main
,2196.0,Fixed Deposit,2024-04-05,462661.0,Hyderabad-South
502958.0,2973.0,,2024-04-05,,Pune-Central
502206.0,2482.0,,2024-04-05,194927.0,Chennai-North
,1280.0,Current,2024-04-05,412459.0,Mumbai-Main
502744.0,2833.0,Current,2024-04-05,,Mumbai-Main
501439.0,1961.0,Fixed Deposit,2024-04-05,,Chennai-North
500118.0,1074.0,Current,2024-04-06,177444.0,Mumbai-Main
500871.0,1582.0,Current,2024-04-06,302479.0,Pune-Main
500278.0,1178.0,Savings,2024-04-06,357805.0,Bangalore-East
500012.0,1007.0,,2024-04-06,331238.0,Pune-Central
502257.0,2514.0,Fixed Deposit,2024-04-07,367993.0,
501918.0,2291.0,Savings,2024-04-08,411630.0,Delhi-North
,1989.0,Salary,2024-04-09,12647.0,Delhi-Main
501727.0,2160.0,,,278994.0,Delhi-Main
501772.0,2187.0,Savings,2024-04-09,12888.0,Pune-Central
500972.0,1648.0,Salary,2024-04-09,450093.0,Bangalore-East
500108.0,1067.0,Savings,2024-04-10,51413.0,Bangalore-East
502986.0,2991.0,Salary,2024-04-10,,Mumbai-Main
501871.0,2258.0,Current,2024-04-10,384778.0,
500290.0,1187.0,Current,2024-04-10,474090.0,Delhi-North
502110.0,2416.0,,2024-04-11,48042.0,Pune-Main
502845.0,2899.0,Salary,,20576.0,Delhi-Main
501598.0,2074.0,Savings,2024-04-11,219347.0,Pune-Central
502763.0,2846.0,,2024-04-12,154101.0,Pune-Central
501152.0,,Savings,2024-04-12,128632.0,Delhi-North
500664.0,1436.0,Fixed Deposit,2024-04-12,124095.0,Chennai-Main
501138.0,1764.0,Fixed Deposit,2024-04-12,163560.0,Bangalore-Main
501297.0,1872.0,Savings,2024-04-12,468671.0,
500952.0,1635.0,Salary,2024-04-12,486270.0,
502042.0,2368.0,Savings,2024-04-12,454059.0,
501528.0,2025.0,Fixed Deposit,2024-04-13,76108.0,Bangalore-East
500542.0,1357.0,Current,2024-04-13,405671.0,Bangalore-Main
502227.0,2494.0,,2024-04-14,296310.0,Mumbai-Main
502544.0,2697.0,Salary,2024-04-14,104236.0,Hyderabad-South
501464.0,1979.0,Current,,432626.0,Pune-Main
500186.0,1116.0,Current,2024-04-14,313860.0,Pune-Main
502566.0,2712.0,,2024-04-15,455309.0,Bangalore-Main
502094.0,2404.0,,,206413.0,Pune-Main
502759.0,2843.0,Current,,186937.0,Hyderabad-South
501693.0,,Fixed Deposit,2024-04-15,19857.0,Chennai-North
500098.0,1061.0,Fixed Deposit,2024-04-16,323603.0,Delhi-Main
500270.0,1172.0,Current,2024-04-16,17203.0,
500394.0,1255.0,Salary,,130678.0,
501050.0,1704.0,Salary,2024-04-16,124310.0,Bangalore-Main
500861.0,,,2024-04-17,88169.0,Delhi-Main
500188.0,1117.0,Salary,2024-04-17,473203.0,
